epoch	valid_loss	valid_perplexity
Training epoch 1	6.27	531.00
Training epoch 1	5.31	201.52
Training epoch 1	4.97	144.63
Training epoch 1	4.80	121.27
Training epoch 1	4.69	108.38
Training epoch 1	4.60	99.63
Training epoch 1	4.51	91.31
Training epoch 1	4.44	84.46
Training epoch 1	4.34	76.61
Training epoch 1	4.37	79.33
Training epoch 1	4.28	72.38
Training epoch 1	4.24	69.16
Training epoch 1	4.22	68.23
Training epoch 1	4.20	66.62
Training epoch 1	4.08	59.07
Training epoch 1	4.09	59.91
Training epoch 1	4.13	62.27
Training epoch 1	4.14	62.58
Training epoch 1	4.10	60.41
Training epoch 1	4.10	60.59
Training epoch 1	4.01	55.22
Validation epoch 1	4.35	77.12
Training epoch 2	3.98	53.64
Training epoch 2	3.98	53.33
Training epoch 2	4.01	55.02
Training epoch 2	3.98	53.61
Training epoch 2	3.90	49.53
Training epoch 2	3.94	51.30
Training epoch 2	3.95	52.00
Training epoch 2	3.94	51.24
Training epoch 2	3.88	48.49
Training epoch 2	3.88	48.33
Training epoch 2	3.79	44.08
Training epoch 2	3.79	44.29
Training epoch 2	3.87	47.89
Training epoch 2	3.84	46.68
Training epoch 2	3.74	41.92
Training epoch 2	3.80	44.53
Training epoch 2	3.85	46.79
Training epoch 2	3.86	47.68
Training epoch 2	3.84	46.67
Training epoch 2	3.86	47.40
Training epoch 2	3.72	41.41
Validation epoch 2	4.22	68.24
Training epoch 3	3.75	42.72
Training epoch 3	3.76	42.97
Training epoch 3	3.80	44.69
Training epoch 3	3.80	44.48
Training epoch 3	3.69	39.90
Training epoch 3	3.74	41.93
Training epoch 3	3.78	43.64
Training epoch 3	3.77	43.25
Training epoch 3	3.73	41.52
Training epoch 3	3.68	39.57
Training epoch 3	3.55	34.98
Training epoch 3	3.58	35.78
Training epoch 3	3.72	41.37
Training epoch 3	3.69	39.90
Training epoch 3	3.57	35.64
Training epoch 3	3.67	39.14
Training epoch 3	3.72	41.33
Training epoch 3	3.74	42.22
Training epoch 3	3.73	41.62
Training epoch 3	3.74	42.22
Training epoch 3	3.57	35.65
Validation epoch 3	4.19	66.33
Training epoch 4	3.64	38.09
Training epoch 4	3.66	38.75
Training epoch 4	3.70	40.36
Training epoch 4	3.69	40.17
Training epoch 4	3.56	35.26
Training epoch 4	3.63	37.73
Training epoch 4	3.68	39.73
Training epoch 4	3.67	39.32
Training epoch 4	3.64	38.04
Training epoch 4	3.56	35.15
Training epoch 4	3.42	30.52
Training epoch 4	3.47	31.98
Training epoch 4	3.64	37.94
Training epoch 4	3.60	36.43
Training epoch 4	3.48	32.49
Training epoch 4	3.59	36.32
Training epoch 4	3.65	38.36
Training epoch 4	3.67	39.27
Training epoch 4	3.66	38.77
Training epoch 4	3.67	39.30
Training epoch 4	3.49	32.77
Validation epoch 4	4.17	64.74
Training epoch 5	3.57	35.49
Training epoch 5	3.59	36.36
Training epoch 5	3.63	37.87
Training epoch 5	3.63	37.71
Training epoch 5	3.49	32.89
Training epoch 5	3.57	35.44
Training epoch 5	3.62	37.43
Training epoch 5	3.61	37.02
Training epoch 5	3.58	36.01
Training epoch 5	3.49	32.92
Training epoch 5	3.35	28.38
Training epoch 5	3.40	30.00
Training epoch 5	3.59	36.07
Training epoch 5	3.54	34.44
Training epoch 5	3.43	30.77
Training epoch 5	3.55	34.69
Training epoch 5	3.60	36.64
Training epoch 5	3.62	37.31
Training epoch 5	3.61	37.00
Training epoch 5	3.63	37.67
Training epoch 5	3.43	31.01
Validation epoch 5	4.20	66.78
Training epoch 6	3.49	32.79
Training epoch 6	3.50	33.21
Training epoch 6	3.53	34.19
Training epoch 6	3.52	33.73
Training epoch 6	3.36	28.70
Training epoch 6	3.42	30.68
Training epoch 6	3.48	32.42
Training epoch 6	3.46	31.92
Training epoch 6	3.43	30.81
Training epoch 6	3.31	27.28
Training epoch 6	3.15	23.36
Training epoch 6	3.21	24.77
Training epoch 6	3.39	29.60
Training epoch 6	3.33	27.89
Training epoch 6	3.20	24.59
Training epoch 6	3.31	27.51
Training epoch 6	3.36	28.80
Training epoch 6	3.36	28.91
Training epoch 6	3.35	28.46
Training epoch 6	3.34	28.31
Training epoch 6	3.13	22.93
Validation epoch 6	4.13	61.99
Training epoch 7	3.37	29.04
Training epoch 7	3.40	29.84
Training epoch 7	3.43	30.95
Training epoch 7	3.43	30.73
Training epoch 7	3.26	26.11
Training epoch 7	3.34	28.13
Training epoch 7	3.40	29.91
Training epoch 7	3.38	29.48
Training epoch 7	3.36	28.68
Training epoch 7	3.23	25.26
Training epoch 7	3.08	21.77
Training epoch 7	3.15	23.24
Training epoch 7	3.33	27.83
Training epoch 7	3.27	26.27
Training epoch 7	3.15	23.33
Training epoch 7	3.26	26.16
Training epoch 7	3.31	27.47
Training epoch 7	3.32	27.72
Training epoch 7	3.31	27.43
Training epoch 7	3.31	27.40
Training epoch 7	3.11	22.40
Validation epoch 7	4.14	62.63
Training epoch 8	3.32	27.77
Training epoch 8	3.36	28.68
Training epoch 8	3.39	29.68
Training epoch 8	3.38	29.42
Training epoch 8	3.22	24.98
Training epoch 8	3.29	26.78
Training epoch 8	3.35	28.40
Training epoch 8	3.33	27.94
Training epoch 8	3.30	27.13
Training epoch 8	3.17	23.88
Training epoch 8	3.02	20.51
Training epoch 8	3.08	21.79
Training epoch 8	3.25	25.91
Training epoch 8	3.19	24.34
Training epoch 8	3.07	21.50
Training epoch 8	3.18	23.97
Training epoch 8	3.22	25.04
Training epoch 8	3.22	25.10
Training epoch 8	3.22	24.95
Training epoch 8	3.21	24.66
Training epoch 8	3.00	20.00
Validation epoch 8	4.12	61.29
Training epoch 9	3.28	26.55
Training epoch 9	3.31	27.49
Training epoch 9	3.35	28.52
Training epoch 9	3.34	28.30
Training epoch 9	3.18	24.07
Training epoch 9	3.25	25.82
Training epoch 9	3.31	27.45
Training epoch 9	3.30	27.04
Training epoch 9	3.27	26.32
Training epoch 9	3.14	23.19
Training epoch 9	2.99	19.98
Training epoch 9	3.06	21.24
Training epoch 9	3.23	25.30
Training epoch 9	3.17	23.82
Training epoch 9	3.05	21.11
Training epoch 9	3.16	23.59
Training epoch 9	3.21	24.71
Training epoch 9	3.21	24.85
Training epoch 9	3.21	24.76
Training epoch 9	3.20	24.54
Training epoch 9	2.99	19.98
Validation epoch 9	4.12	61.52
Training epoch 10	3.27	26.23
Training epoch 10	3.30	27.16
Training epoch 10	3.34	28.23
Training epoch 10	3.34	28.08
Training epoch 10	3.17	23.83
Training epoch 10	3.24	25.50
Training epoch 10	3.30	27.08
Training epoch 10	3.28	26.69
Training epoch 10	3.26	25.95
Training epoch 10	3.13	22.83
Training epoch 10	2.98	19.63
Training epoch 10	3.04	20.85
Training epoch 10	3.21	24.77
Training epoch 10	3.15	23.24
Training epoch 10	3.02	20.57
Training epoch 10	3.13	22.96
Training epoch 10	3.18	23.95
Training epoch 10	3.18	23.98
Training epoch 10	3.17	23.87
Training epoch 10	3.16	23.62
Training epoch 10	2.95	19.20
Validation epoch 10	4.11	60.91
Training epoch 11	3.25	25.86
Training epoch 11	3.29	26.75
Training epoch 11	3.33	27.80
Training epoch 11	3.32	27.64
Training epoch 11	3.16	23.49
Training epoch 11	3.22	25.15
Training epoch 11	3.29	26.73
Training epoch 11	3.27	26.34
Training epoch 11	3.24	25.65
Training epoch 11	3.12	22.58
Training epoch 11	2.97	19.44
Training epoch 11	3.03	20.65
Training epoch 11	3.20	24.55
Training epoch 11	3.14	23.08
Training epoch 11	3.02	20.46
Training epoch 11	3.13	22.87
Training epoch 11	3.17	23.89
Training epoch 11	3.18	23.98
Training epoch 11	3.17	23.90
Training epoch 11	3.16	23.67
Training epoch 11	2.96	19.25
Validation epoch 11	4.11	60.93
Training epoch 12	3.25	25.70
Training epoch 12	3.28	26.65
Training epoch 12	3.32	27.73
Training epoch 12	3.32	27.59
Training epoch 12	3.15	23.44
Training epoch 12	3.22	25.11
Training epoch 12	3.28	26.66
Training epoch 12	3.27	26.27
Training epoch 12	3.24	25.56
Training epoch 12	3.11	22.47
Training epoch 12	2.96	19.33
Training epoch 12	3.02	20.51
Training epoch 12	3.19	24.37
Training epoch 12	3.13	22.88
Training epoch 12	3.01	20.28
Training epoch 12	3.12	22.67
Training epoch 12	3.16	23.63
Training epoch 12	3.16	23.68
Training epoch 12	3.16	23.55
Training epoch 12	3.15	23.31
Training epoch 12	2.94	19.00
Validation epoch 12	4.11	60.75
Training epoch 13	3.24	25.57
Training epoch 13	3.28	26.52
Training epoch 13	3.32	27.59
Training epoch 13	3.31	27.44
Training epoch 13	3.15	23.32
Training epoch 13	3.22	24.99
Training epoch 13	3.28	26.55
Training epoch 13	3.26	26.16
Training epoch 13	3.24	25.47
Training epoch 13	3.11	22.40
Training epoch 13	2.96	19.27
Training epoch 13	3.02	20.46
Training epoch 13	3.19	24.31
Training epoch 13	3.13	22.84
Training epoch 13	3.01	20.26
Training epoch 13	3.12	22.65
Training epoch 13	3.16	23.64
Training epoch 13	3.17	23.69
Training epoch 13	3.16	23.58
Training epoch 13	3.15	23.34
Training epoch 13	2.95	19.03
Validation epoch 13	4.11	60.72
Training epoch 14	3.24	25.50
Training epoch 14	3.28	26.44
Training epoch 14	3.31	27.50
Training epoch 14	3.31	27.35
Training epoch 14	3.15	23.25
Training epoch 14	3.21	24.90
Training epoch 14	3.28	26.47
Training epoch 14	3.26	26.09
Training epoch 14	3.24	25.41
Training epoch 14	3.11	22.35
Training epoch 14	2.96	19.23
Training epoch 14	3.02	20.42
Training epoch 14	3.19	24.27
Training epoch 14	3.13	22.81
Training epoch 14	3.01	20.24
Training epoch 14	3.12	22.64
Training epoch 14	3.16	23.64
Training epoch 14	3.17	23.70
Training epoch 14	3.16	23.59
Training epoch 14	3.15	23.36
Training epoch 14	2.95	19.04
Validation epoch 14	4.11	60.74
Training epoch 15	3.24	25.46
Training epoch 15	3.27	26.41
Training epoch 15	3.31	27.49
Training epoch 15	3.31	27.33
Training epoch 15	3.15	23.24
Training epoch 15	3.21	24.90
Training epoch 15	3.28	26.46
Training epoch 15	3.26	26.08
Training epoch 15	3.23	25.39
Training epoch 15	3.11	22.33
Training epoch 15	2.96	19.20
Training epoch 15	3.01	20.37
Training epoch 15	3.19	24.21
Training epoch 15	3.12	22.75
Training epoch 15	3.00	20.18
Training epoch 15	3.12	22.57
Training epoch 15	3.16	23.55
Training epoch 15	3.16	23.61
Training epoch 15	3.16	23.49
Training epoch 15	3.15	23.26
Training epoch 15	2.94	18.97
Validation epoch 15	4.11	60.66
Training epoch 16	3.24	25.43
Training epoch 16	3.27	26.38
Training epoch 16	3.31	27.45
Training epoch 16	3.31	27.30
Training epoch 16	3.14	23.22
Training epoch 16	3.21	24.86
Training epoch 16	3.27	26.43
Training epoch 16	3.26	26.05
Training epoch 16	3.23	25.37
Training epoch 16	3.10	22.31
Training epoch 16	2.95	19.19
Training epoch 16	3.01	20.36
Training epoch 16	3.19	24.20
Training epoch 16	3.12	22.74
Training epoch 16	3.00	20.18
Training epoch 16	3.12	22.57
Training epoch 16	3.16	23.56
Training epoch 16	3.16	23.62
Training epoch 16	3.16	23.49
Training epoch 16	3.15	23.27
Training epoch 16	2.94	18.98
Validation epoch 16	4.10	60.58
Training epoch 17	3.24	25.41
Training epoch 17	3.27	26.36
Training epoch 17	3.31	27.42
Training epoch 17	3.31	27.27
Training epoch 17	3.14	23.20
Training epoch 17	3.21	24.83
Training epoch 17	3.27	26.41
Training epoch 17	3.26	26.03
Training epoch 17	3.23	25.35
Training epoch 17	3.10	22.29
Training epoch 17	2.95	19.18
Training epoch 17	3.01	20.35
Training epoch 17	3.19	24.19
Training epoch 17	3.12	22.73
Training epoch 17	3.00	20.17
Training epoch 17	3.12	22.57
Training epoch 17	3.16	23.56
Training epoch 17	3.16	23.62
Training epoch 17	3.16	23.50
Training epoch 17	3.15	23.28
Training epoch 17	2.94	18.99
Validation epoch 17	4.10	60.57
Training epoch 18	3.23	25.39
Training epoch 18	3.27	26.34
Training epoch 18	3.31	27.40
Training epoch 18	3.31	27.25
Training epoch 18	3.14	23.18
Training epoch 18	3.21	24.82
Training epoch 18	3.27	26.39
Training epoch 18	3.26	26.01
Training epoch 18	3.23	25.33
Training epoch 18	3.10	22.28
Training epoch 18	2.95	19.17
Training epoch 18	3.01	20.34
Training epoch 18	3.19	24.18
Training epoch 18	3.12	22.73
Training epoch 18	3.00	20.17
Training epoch 18	3.12	22.57
Training epoch 18	3.16	23.56
Training epoch 18	3.16	23.62
Training epoch 18	3.16	23.50
Training epoch 18	3.15	23.29
Training epoch 18	2.94	18.99
Validation epoch 18	4.10	60.58
Training epoch 19	3.23	25.38
Training epoch 19	3.27	26.33
Training epoch 19	3.31	27.39
Training epoch 19	3.30	27.24
Training epoch 19	3.14	23.17
Training epoch 19	3.21	24.81
Training epoch 19	3.27	26.39
Training epoch 19	3.26	26.01
Training epoch 19	3.23	25.33
Training epoch 19	3.10	22.28
Training epoch 19	2.95	19.16
Training epoch 19	3.01	20.33
Training epoch 19	3.18	24.17
Training epoch 19	3.12	22.71
Training epoch 19	3.00	20.15
Training epoch 19	3.12	22.54
Training epoch 19	3.16	23.53
Training epoch 19	3.16	23.60
Training epoch 19	3.16	23.48
Training epoch 19	3.15	23.26
Training epoch 19	2.94	18.97
Validation epoch 19	4.10	60.58
Training epoch 20	3.23	25.38
Training epoch 20	3.27	26.32
Training epoch 20	3.31	27.39
Training epoch 20	3.30	27.24
Training epoch 20	3.14	23.17
Training epoch 20	3.21	24.81
Training epoch 20	3.27	26.38
Training epoch 20	3.26	26.01
Training epoch 20	3.23	25.33
Training epoch 20	3.10	22.27
Training epoch 20	2.95	19.16
Training epoch 20	3.01	20.33
Training epoch 20	3.18	24.16
Training epoch 20	3.12	22.71
Training epoch 20	3.00	20.15
Training epoch 20	3.12	22.54
Training epoch 20	3.16	23.53
Training epoch 20	3.16	23.59
Training epoch 20	3.16	23.47
Training epoch 20	3.15	23.25
Training epoch 20	2.94	18.97
Validation epoch 20	4.10	60.58
Training epoch 21	3.23	25.37
Training epoch 21	3.27	26.32
Training epoch 21	3.31	27.39
